2025-09-30 09:47:37 | numexpr.utils | INFO     | utils.py:_init_num_threads:164 | NumExpr defaulting to 8 threads.
2025-09-30 09:47:45 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/modules.json HTTP/1.1" 307 0
2025-09-30 09:47:45 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/modules.json HTTP/1.1" 200 0
2025-09-30 09:47:46 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/sentence_bert_config.json HTTP/1.1" 307 0
2025-09-30 09:47:47 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/sentence_bert_config.json HTTP/1.1" 200 0
2025-09-30 09:47:47 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/adapter_config.json HTTP/1.1" 404 0
2025-09-30 09:47:48 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/config.json HTTP/1.1" 307 0
2025-09-30 09:47:48 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/config.json HTTP/1.1" 200 0
2025-09-30 09:47:49 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/tokenizer_config.json HTTP/1.1" 307 0
2025-09-30 09:47:49 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/tokenizer_config.json HTTP/1.1" 200 0
2025-09-30 09:47:50 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "GET /api/models/sentence-transformers/all-MiniLM-L6-v2/tree/main/additional_chat_templates?recursive=False&expand=False HTTP/1.1" 404 64
2025-09-30 09:47:51 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /sentence-transformers/all-MiniLM-L6-v2/resolve/main/1_Pooling/config.json HTTP/1.1" 307 0
2025-09-30 09:47:51 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "HEAD /api/resolve-cache/models/sentence-transformers/all-MiniLM-L6-v2/c9745ed1d9f207416be6d2e6f8de32d1f16199bf/1_Pooling%2Fconfig.json HTTP/1.1" 200 0
2025-09-30 09:47:52 | urllib3.connectionpool | DEBUG    | connectionpool.py:_make_request:544 | https://huggingface.co:443 "GET /api/models/sentence-transformers/all-MiniLM-L6-v2 HTTP/1.1" 200 6857
2025-09-30 09:47:52 | sulphite.database | INFO     | database.py:__init__:13 | Database connection established: sulphite.db
2025-09-30 09:47:52 | sulphite.database | INFO     | database.py:update_permanent_memory:116 | Permanent memory updated.
2025-09-30 09:47:52 | sulphite.classification | INFO     | classification.py:__init__:89 | Classifier initialized successfully with Gemini 1.5 Flash model
2025-09-30 09:47:53 | sulphite.chat_manager | INFO     | chat_manager.py:initialize_session_memory:49 | Initialized semantic memory for session 1 with 46 entries.
2025-09-30 09:47:53 | sulphite.main | INFO     | main.py:__init__:19 | Sulphite application initialized successfully on session 1
2025-09-30 09:48:09 | sulphite.chat_manager | INFO     | chat_manager.py:initialize_session_memory:49 | Initialized semantic memory for session 2 with 0 entries.
2025-09-30 09:48:31 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'How are you?' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 09:48:33 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'How are you?' | Details: {'response_length': 68}
2025-09-30 09:48:33 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'How are you?' | Details: {'classification': 'general'}
2025-09-30 09:48:33 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'How are you?' | Result: {'classification': 'general', 'main_topic': None, 'sub_topic': None}
2025-09-30 09:49:01 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'What is Mathematics and why we call it mathematics?' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 09:49:02 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'What is Mathematics and why we call it mathematics?' | Details: {'response_length': 84}
2025-09-30 09:49:02 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'What is Mathematics and why we call it mathematics?' | Details: {'classification': 'theoretical'}
2025-09-30 09:49:02 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'What is Mathematics and why we call it mathematics...' | Result: {'classification': 'theoretical', 'main_topic': None, 'sub_topic': None}
