2025-09-30 09:54:14 | numexpr.utils | INFO     | utils.py:_init_num_threads:164 | NumExpr defaulting to 8 threads.
2025-09-30 09:55:54 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'lekin mujhe integers aate hain, geometry parhni ha...' | Result: {'classification': 'irrelevant', 'main_topic': None, 'sub_topic': None}
2025-09-30 09:58:22 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'Ok, tum kon ho?' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 09:58:23 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'Ok, tum kon ho?' | Details: {'response_length': 68}
2025-09-30 09:58:23 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'Ok, tum kon ho?' | Details: {'classification': 'general'}
2025-09-30 09:58:23 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'Ok, tum kon ho?' | Result: {'classification': 'general', 'main_topic': None, 'sub_topic': None}
2025-09-30 09:58:37 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'What did i just asked?' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 09:58:38 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'What did i just asked?' | Details: {'response_length': 68}
2025-09-30 09:58:38 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'What did i just asked?' | Details: {'classification': 'general'}
2025-09-30 09:58:38 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'What did i just asked?' | Result: {'classification': 'general', 'main_topic': None, 'sub_topic': None}
2025-09-30 09:59:13 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'Wrap up todays session, what did we learn today?' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 09:59:14 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'Wrap up todays session, what did we learn today?' | Details: {'response_length': 68}
2025-09-30 09:59:14 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'Wrap up todays session, what did we learn today?' | Details: {'classification': 'general'}
2025-09-30 09:59:14 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'Wrap up todays session, what did we learn today?' | Result: {'classification': 'general', 'main_topic': None, 'sub_topic': None}
2025-09-30 09:59:46 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'What did we learn today?' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 09:59:47 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'What did we learn today?' | Details: {'response_length': 68}
2025-09-30 09:59:47 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'What did we learn today?' | Details: {'classification': 'general'}
2025-09-30 09:59:47 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'What did we learn today?' | Result: {'classification': 'general', 'main_topic': None, 'sub_topic': None}
2025-09-30 10:00:13 | sulphite.chat_manager | INFO     | chat_manager.py:initialize_session_memory:49 | Initialized semantic memory for session 2 with 4 entries.
2025-09-30 10:00:24 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:132 | Stage: CLASSIFICATION_START | Query: 'HI' | Details: {'model': 'gemini-1.5-flash'}
2025-09-30 10:00:25 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:151 | Stage: AI_RESPONSE_RECEIVED | Query: 'HI' | Details: {'response_length': 68}
2025-09-30 10:00:25 | sulphite.classification | INFO     | logging_config.py:log_query_processing:160 | QUERY_PROCESSING: classification.py:237 | Stage: JSON_PARSING_SUCCESS | Query: 'HI' | Details: {'classification': 'general'}
2025-09-30 10:00:25 | sulphite.classification | INFO     | logging_config.py:log_classification_result:177 | CLASSIFICATION: classification.py:162 | Query: 'HI' | Result: {'classification': 'general', 'main_topic': None, 'sub_topic': None}
